carat,cut,color,clarity,depth percentage,table,length,width,depth,price
0.26,2,4,6,59.2,60.0,4.19,4.22,2.49,554
1.3,1,6,2,57.1,63.0,7.27,7.22,4.14,6443
1.01,2,1,2,62.9,55.0,6.37,6.42,4.02,4171
0.7,2,6,3,61.1,57.0,5.74,5.66,3.48,2677
0.34,3,4,5,60.0,59.0,4.59,4.55,2.74,725
0.6,3,2,3,58.9,61.0,5.54,5.5,3.25,1341
1.22,4,3,2,59.6,56.0,7.05,7.02,4.19,5714
0.51,4,6,3,60.6,57.0,5.15,5.18,3.13,1403
0.35,1,3,3,63.8,54.0,4.48,4.46,2.85,669
0.56,2,4,3,62.9,56.0,5.25,5.27,3.31,1436
0.44,2,1,5,62.8,56.0,4.83,4.88,3.05,810
0.42,3,3,6,61.6,60.0,4.85,4.8,2.97,1029
0.6,4,4,4,62.1,57.0,5.39,5.37,3.34,1866
0.24,2,6,7,59.2,59.0,4.04,4.1,2.41,478
0.32,4,3,5,62.3,55.0,4.39,4.41,2.74,559
0.3,4,0,5,62.0,57.0,4.28,4.3,2.66,411
0.33,4,4,4,61.9,57.0,4.42,4.4,2.73,854
0.34,3,1,5,59.5,59.0,4.55,4.59,2.72,537
0.3,4,4,7,62.0,54.2,4.31,4.33,2.68,854
1.01,0,4,4,64.8,56.0,6.3,6.25,4.07,4791
0.7,2,3,6,63.4,59.0,5.62,5.64,3.57,2905
0.71,4,3,7,61.4,59.0,5.7,5.76,3.52,3332
0.61,4,2,4,62.0,53.0,5.47,5.49,3.4,1591
0.9,3,3,4,62.1,59.0,6.15,6.09,3.8,4252
0.5,3,5,2,61.7,58.0,5.12,5.06,3.14,1240
0.38,1,1,3,63.7,57.0,4.63,4.57,2.93,529
1.03,3,2,4,61.0,58.0,6.53,6.46,3.96,5579
0.83,2,3,4,62.7,58.0,5.97,6.03,3.76,3195
0.79,4,3,3,62.3,57.0,5.9,5.85,3.66,2898
0.53,3,4,4,60.6,58.0,5.26,5.2,3.17,2290
0.51,4,6,4,62.4,55.0,5.11,5.14,3.2,1787
0.3,4,3,6,60.9,57.0,4.35,4.32,2.64,878
1.01,3,5,4,62.0,59.0,6.46,6.44,4.0,6787
0.7,4,6,2,62.6,57.0,5.63,5.68,3.54,2373
0.65,4,0,3,61.4,55.0,5.58,5.62,3.44,1276
0.7,0,2,1,66.5,57.0,5.51,5.4,3.64,1058
0.81,3,5,3,60.8,59.0,5.95,5.99,3.63,3270
0.31,4,5,4,61.8,55.0,4.33,4.35,2.68,680
1.1,3,1,2,62.4,59.0,6.55,6.51,4.08,3696
0.31,4,3,7,61.0,56.0,4.36,4.4,2.67,789
0.51,4,2,3,61.0,57.0,5.17,5.22,3.17,1354
0.29,3,5,3,58.4,60.0,4.34,4.32,2.53,548
0.41,3,2,6,59.8,60.0,4.86,4.79,2.88,999
0.91,1,2,3,63.9,60.0,6.13,6.08,3.9,3425
0.51,4,3,5,59.0,59.0,5.25,5.28,3.11,1632
0.5,1,4,4,58.8,64.0,5.21,5.16,3.05,1433
0.92,0,4,2,65.1,58.0,6.12,6.07,3.97,3282
0.5,3,3,5,62.5,58.0,5.11,5.07,3.18,1746
0.37,3,6,7,61.4,58.0,4.65,4.63,2.85,1142
1.09,4,2,5,61.3,54.0,6.66,6.68,4.09,6643
0.7,3,4,4,58.7,61.0,5.8,5.72,3.38,2842
0.31,4,4,8,61.1,55.0,4.41,4.43,2.7,901
0.31,3,2,8,61.7,58.0,4.33,4.36,2.68,816
0.38,4,5,3,61.9,55.0,4.64,4.7,2.89,700
0.9,1,4,4,65.0,58.0,6.03,6.06,3.93,4268
0.38,4,3,5,60.8,56.0,4.66,4.71,2.85,833
0.32,2,1,2,63.4,56.0,4.37,4.34,2.76,480
0.9,3,1,3,61.8,58.0,6.26,6.2,3.85,3121
1.03,4,3,3,62.2,59.0,6.41,6.45,4.0,5684
0.81,4,5,2,62.1,55.0,5.94,5.98,3.7,3101
0.38,3,6,5,62.4,59.0,4.6,4.63,2.88,1067
1.01,4,3,4,61.5,57.0,6.49,6.45,3.98,6516
0.5,2,2,4,62.3,57.0,5.03,5.12,3.16,1337
0.7,2,3,5,63.2,58.0,5.61,5.65,3.56,2473
0.4,4,4,6,61.6,56.0,4.73,4.77,2.93,1196
0.41,1,5,3,63.6,56.0,4.7,4.73,3.0,705
1.01,2,2,3,63.3,58.0,6.4,6.37,4.04,4642
0.38,2,6,6,63.8,57.0,4.57,4.61,2.93,1030
0.31,4,3,8,62.1,54.0,4.38,4.41,2.73,891
0.9,2,2,3,62.3,63.0,6.06,6.13,3.8,3447
0.35,2,5,5,59.7,59.0,4.59,4.62,2.75,790
0.73,4,3,6,62.1,56.0,5.78,5.81,3.59,3396
1.0,0,2,4,64.8,62.0,6.22,6.13,4.0,4861
0.7,2,3,6,63.3,59.0,5.59,5.62,3.55,2905
1.03,3,0,5,61.8,58.0,6.51,6.41,3.99,3957
0.57,3,4,4,60.3,58.0,5.44,5.4,3.27,1847
0.52,3,4,2,61.7,58.0,5.12,5.16,3.17,1111
0.42,4,6,6,61.4,56.0,4.85,4.82,2.97,1389
0.38,3,5,5,60.7,59.0,4.69,4.73,2.86,1000
1.1,2,6,2,61.1,58.0,6.61,6.69,4.06,5320
0.7,0,5,3,65.2,58.0,5.57,5.54,3.62,2318
0.58,0,6,2,65.1,58.0,5.25,5.22,3.41,1156
1.02,4,3,5,61.3,57.0,6.48,6.51,3.98,7324
0.32,4,4,7,62.6,56.0,4.37,4.41,2.75,913
0.31,4,5,5,61.9,56.0,4.34,4.32,2.68,942
0.71,4,2,8,62.2,57.0,5.7,5.74,3.56,3234
0.3,2,6,4,62.4,56.0,4.27,4.32,2.68,710
0.31,3,4,5,61.8,60.0,4.39,4.35,2.7,872
0.53,4,6,8,62.2,55.0,5.17,5.19,3.22,3812
0.72,1,1,3,63.6,59.0,5.61,5.58,3.56,1909
0.9,2,5,5,60.7,61.0,6.21,6.24,3.78,5102
0.56,4,4,7,62.1,56.0,5.29,5.3,3.29,2510
0.71,4,2,5,62.8,57.0,5.65,5.72,3.57,2685
0.38,4,5,5,61.6,56.0,4.65,4.7,2.88,924
0.57,4,3,5,62.1,56.0,5.31,5.34,3.3,1868
0.96,0,4,2,66.3,62.0,6.27,5.95,4.07,2759
0.31,4,4,8,62.1,56.0,4.33,4.36,2.7,979
0.7,3,4,4,61.7,58.0,5.69,5.63,3.49,2838
0.33,3,6,4,60.7,58.0,4.5,4.46,2.72,1002
0.9,2,1,4,58.4,62.0,6.29,6.35,3.69,3334
0.44,4,2,3,60.9,57.0,4.92,4.9,2.99,1069
1.23,2,0,4,62.9,58.0,6.75,6.83,4.27,5217
0.72,4,6,4,60.5,57.0,5.81,5.83,3.52,3275
1.22,3,1,4,62.9,58.0,6.8,6.75,4.26,5649
0.51,4,4,4,62.3,56.0,5.12,5.08,3.18,1711
1.57,3,1,4,60.8,59.0,7.5,7.47,4.55,7385
0.7,2,0,4,61.1,61.0,5.64,5.69,3.46,1952
0.41,2,4,7,62.7,59.0,4.75,4.78,2.99,1186
0.73,3,3,4,60.7,58.0,5.87,5.82,3.55,2770
0.42,4,2,6,62.4,56.0,4.8,4.78,2.99,984
1.2,2,4,3,63.3,58.0,6.63,6.57,4.18,6955
1.01,3,3,5,60.9,58.0,6.47,6.43,3.93,6882
0.72,4,6,4,62.7,56.0,5.65,5.71,3.56,3219
1.07,2,3,5,62.8,58.0,6.48,6.52,4.08,7168
1.08,3,3,4,59.4,59.0,6.68,6.75,3.99,6415
1.7,2,4,1,63.1,56.0,7.62,7.51,4.78,5998
0.95,2,2,2,59.0,59.0,6.38,6.51,3.77,3335
0.32,4,6,2,61.1,56.0,4.41,4.39,2.69,612
1.2,2,1,3,62.9,54.0,6.75,6.77,4.25,5955
0.5,2,4,4,60.6,58.0,5.07,5.12,3.09,1436
0.32,2,3,3,60.9,56.0,4.41,4.45,2.7,477
0.71,4,5,5,61.4,59.0,5.71,5.75,3.52,3198
0.34,4,6,6,61.8,55.0,4.46,4.48,2.76,1130
1.23,3,1,3,62.0,57.0,6.91,6.83,4.26,5717
1.2,3,2,3,62.4,59.0,6.72,6.68,4.18,5592
0.34,4,4,2,61.9,57.0,4.5,4.52,2.79,438
1.0,1,2,3,63.8,53.0,6.39,6.27,4.04,4596
0.7,3,5,3,59.1,62.0,5.8,5.74,3.41,2592
0.7,2,5,2,59.5,56.0,5.79,5.81,3.45,2281
0.45,2,3,5,60.0,57.1,4.99,5.03,3.0,1154
0.81,2,5,3,60.3,60.0,6.07,6.1,3.67,2797
0.8,4,3,5,61.1,57.0,5.97,6.0,3.65,4388
0.4,2,5,7,63.4,57.0,4.64,4.66,2.95,1164
0.31,3,4,4,62.4,58.0,4.34,4.31,2.7,802
0.9,2,4,3,62.3,57.0,6.13,6.16,3.83,5122
0.33,4,4,7,61.8,57.0,4.44,4.46,2.75,955
0.41,4,5,5,60.5,58.0,4.81,4.85,2.92,997
0.4,4,3,7,61.3,56.0,4.74,4.75,2.91,977
1.22,3,0,2,62.2,60.0,6.89,6.77,4.25,4132
0.46,3,3,5,62.8,57.0,4.92,4.83,3.06,1087
1.07,2,2,4,61.5,57.0,6.57,6.63,4.06,5254
0.52,1,1,3,63.6,60.0,5.1,5.05,3.23,1073
0.91,4,4,2,62.7,57.0,6.16,6.21,3.88,3642
0.78,3,5,4,62.6,57.0,5.91,5.85,3.68,2970
0.9,2,4,2,60.3,63.0,6.28,6.21,3.77,3630
0.46,4,4,5,61.7,56.0,4.93,4.96,3.05,1643
1.12,3,2,5,61.6,58.0,6.64,4.11,3.7,6115
0.59,3,2,3,62.4,58.0,5.42,5.35,3.36,1265
1.26,3,5,2,60.3,60.0,7.0,6.94,4.2,5058
0.5,4,5,3,61.6,57.0,5.08,5.11,3.14,1337
0.7,3,5,3,60.0,59.0,5.79,5.75,3.46,2777
0.71,2,6,2,61.8,63.0,5.73,5.67,3.52,2279
0.64,1,5,2,56.6,59.0,5.77,5.74,3.26,1080
0.31,3,5,3,62.6,60.0,4.31,4.35,2.71,544
0.9,0,3,3,64.5,57.0,6.07,6.03,3.9,3629
0.54,4,3,3,61.8,58.0,5.21,5.27,3.24,1350
0.61,4,5,6,62.1,54.2,5.43,5.45,3.38,2907
0.52,1,2,3,57.6,61.0,5.34,5.32,3.07,1056
0.77,2,3,4,58.3,63.0,6.0,6.05,3.51,2896
0.4,1,6,2,63.8,54.0,4.7,4.73,3.01,622
0.33,3,5,3,59.1,59.0,4.59,4.54,2.7,693
0.41,4,5,7,61.3,56.0,4.79,4.81,2.94,1367
0.4,4,5,5,62.1,55.0,4.75,4.79,2.96,898
0.57,2,4,3,62.6,58.0,5.28,5.32,3.32,1403
0.37,3,4,4,61.2,60.0,4.63,4.59,2.82,957
1.25,4,0,6,61.1,57.0,6.94,6.91,4.23,6084
0.9,2,5,4,62.7,56.0,6.13,6.21,3.87,4858
0.35,4,4,6,61.9,54.0,4.55,4.59,2.83,795
0.33,4,4,4,61.9,55.0,4.46,4.43,2.75,854
0.3,1,2,5,63.3,57.0,4.22,4.25,2.68,526
0.62,3,4,2,59.1,58.0,5.6,5.57,3.3,1234
0.7,3,6,2,58.3,61.0,5.74,5.7,3.33,2167
0.33,2,2,6,61.9,56.0,4.44,4.47,2.76,614
0.42,3,6,4,61.3,58.0,4.8,4.83,2.95,825
0.71,4,1,7,62.4,55.0,5.69,5.76,3.57,2559
0.3,4,5,4,61.4,59.0,4.3,4.27,2.63,911
0.8,2,2,2,63.4,58.0,5.87,5.84,3.71,2502
0.46,4,1,3,61.9,55.0,4.97,4.98,3.08,850
0.73,1,0,4,60.8,63.0,5.67,5.78,3.48,2098
0.71,2,3,3,62.7,59.0,5.65,5.67,3.55,2201
0.34,4,5,7,62.2,56.0,4.45,4.49,2.78,1014
0.34,4,3,7,62.5,53.0,4.49,4.47,2.8,956
0.57,1,6,4,58.3,61.0,5.42,5.45,3.17,2015
0.23,2,5,7,60.2,59.0,3.97,4.01,2.4,478
0.51,2,1,3,62.5,58.0,5.05,5.12,3.18,1068
0.32,4,2,5,62.1,55.0,4.4,4.39,2.73,672
0.52,3,6,4,62.4,58.0,5.13,5.09,3.19,1842
0.72,4,5,6,62.0,56.0,5.74,5.77,3.57,3874
0.99,0,0,3,58.0,67.0,6.57,6.5,3.79,2949
0.4,3,1,7,59.5,59.0,4.79,4.76,2.84,1080
1.05,1,2,8,64.3,58.0,6.5,6.35,4.13,6703
0.52,2,3,3,61.7,57.0,5.13,5.16,3.17,1311
1.27,2,2,2,60.6,59.0,6.97,7.0,4.23,5715
0.71,2,4,3,61.9,57.0,5.72,5.79,3.56,2404
1.2,3,2,3,59.3,60.0,7.0,6.92,4.13,5822
0.56,2,3,4,62.5,57.0,5.25,5.28,3.29,1580
0.7,4,1,3,61.3,57.0,5.72,5.75,3.52,1790
0.7,2,4,4,61.7,60.0,5.63,5.65,3.48,2744
0.3,2,1,3,63.0,57.0,4.28,4.32,2.71,405
0.51,4,4,6,62.2,55.0,5.12,5.11,3.18,1998
0.33,4,5,2,62.2,54.0,4.44,4.46,2.77,427
0.35,4,1,7,61.8,55.0,4.53,4.56,2.81,627
0.32,4,2,7,61.9,56.0,4.41,4.38,2.72,936
1.12,4,5,2,61.6,56.0,6.69,6.71,4.13,6168
0.3,4,1,6,62.3,53.7,4.29,4.32,2.68,532
1.24,4,2,3,62.3,54.0,6.88,6.9,4.29,6867
0.71,0,2,5,66.4,62.0,5.54,5.49,3.66,2401
1.27,3,0,4,62.2,58.0,6.88,6.84,4.27,4580
0.72,4,4,2,60.8,56.0,5.82,5.79,3.53,2674
0.4,4,3,4,62.4,54.0,4.74,4.75,2.96,792
0.9,3,6,3,61.7,56.0,6.16,6.09,3.78,3568
1.33,3,2,2,61.9,58.0,7.07,7.01,4.36,5214
0.32,2,0,3,63.2,56.0,4.36,4.31,2.74,480
0.71,1,5,3,65.9,57.0,5.51,5.57,3.65,2631
0.7,4,3,3,61.9,58.0,5.66,5.69,3.51,2567
0.9,3,6,2,59.8,61.0,6.21,6.17,3.7,3780
0.51,3,3,2,60.8,59.0,5.2,5.19,3.16,1052
1.02,2,4,2,59.9,62.0,6.5,6.53,3.9,4162
1.15,3,1,4,62.6,56.0,6.74,6.67,4.2,5120
0.92,0,2,2,66.1,57.0,6.22,6.0,4.05,2283
0.31,4,0,6,62.2,54.0,4.36,4.39,2.72,453
0.77,4,6,4,61.6,55.0,5.88,5.91,3.63,3980
0.36,4,6,3,62.2,53.0,4.57,4.59,2.85,626
0.9,3,3,4,59.0,58.0,6.29,6.25,3.7,3841
0.97,4,3,2,62.7,57.0,6.31,6.28,3.95,4101
0.92,1,6,2,59.0,58.0,6.31,6.36,3.74,3936
0.51,1,6,3,63.4,59.0,5.07,5.02,3.2,1193
1.09,4,6,3,62.8,54.0,6.6,6.62,4.15,6259
1.32,4,1,4,60.8,57.0,7.07,7.02,4.28,7209
0.71,4,6,4,62.1,56.0,5.71,5.75,3.56,3321
0.9,4,0,8,62.2,57.0,6.17,6.14,3.83,3677
0.9,2,1,4,61.4,58.0,6.16,6.26,3.81,3445
0.51,3,3,4,62.9,58.0,5.11,5.06,3.2,1546
0.73,2,1,4,62.8,59.0,5.72,5.75,3.6,2426
1.01,1,2,3,59.5,62.0,6.49,6.55,3.88,5197
0.9,3,1,4,61.2,62.0,6.19,6.13,3.77,3338
0.7,2,2,4,61.8,58.0,5.64,5.68,3.5,2567
0.32,4,2,8,61.9,54.2,4.38,4.42,2.72,783
1.01,4,3,2,62.1,59.0,6.45,6.41,3.99,4209
1.2,3,1,2,60.0,58.0,6.93,6.91,4.15,5080
0.52,4,6,4,61.0,57.0,5.18,5.21,3.17,1774
0.31,4,4,7,62.4,55.0,4.34,4.32,2.7,985
1.0,4,2,4,62.5,58.0,6.38,6.33,3.97,4704
0.31,1,6,3,63.4,55.0,4.28,4.3,2.72,571
0.64,4,1,8,62.0,54.0,5.53,5.56,3.44,1991
0.41,4,6,4,62.4,55.0,4.79,4.76,2.98,1076
0.36,3,5,5,60.4,58.0,4.67,4.64,2.81,1094
0.51,4,6,3,62.4,57.0,5.11,5.15,3.2,1548
0.5,4,4,5,62.5,52.4,5.07,5.11,3.18,1679
0.76,2,3,4,61.1,57.0,5.84,5.95,3.6,3170
1.01,1,3,2,62.8,61.0,6.31,6.37,3.98,4210
0.4,4,5,6,61.8,55.0,4.78,4.74,2.94,1238
0.37,3,6,4,61.0,59.0,4.59,4.63,2.81,876
0.56,4,2,7,60.0,56.0,5.37,5.4,3.23,1929
0.32,4,6,3,62.7,54.0,4.37,4.4,2.75,589
1.08,2,3,2,60.3,58.0,6.65,6.72,4.03,4362
0.71,3,4,5,62.7,58.0,5.71,5.67,3.57,2879
0.3,3,1,5,61.6,60.0,4.27,4.3,2.64,473
0.41,3,3,3,62.6,59.0,4.72,4.77,2.97,719
0.57,3,6,4,60.8,59.0,5.38,5.34,3.26,2019
0.32,4,6,6,59.9,59.0,4.45,4.46,2.67,854
0.71,4,1,3,61.4,56.0,5.73,5.77,3.53,2376
1.02,2,4,3,62.1,63.0,6.48,6.36,3.99,5038
0.5,3,6,4,61.1,58.0,5.12,5.09,3.12,1845
0.24,1,4,6,64.0,61.0,3.91,3.93,2.51,471
0.85,3,3,2,62.0,58.0,6.08,6.04,3.76,2444
0.93,3,2,4,61.0,60.0,6.29,6.26,3.82,4050
0.3,3,3,5,61.7,56.0,4.33,4.29,2.66,776
0.9,2,2,5,62.5,58.0,6.08,6.14,3.82,4328
0.7,2,5,4,61.8,59.0,5.63,5.67,3.49,2952
0.3,1,3,6,63.2,57.0,4.24,4.27,2.69,684
0.3,2,3,6,60.4,60.0,4.3,4.34,2.61,638
0.32,4,5,4,60.9,56.0,4.45,4.48,2.72,846
0.73,3,2,2,60.5,57.0,5.84,5.76,3.51,1824
0.7,4,4,3,61.9,55.0,5.7,5.74,3.54,3119
0.33,3,3,6,61.5,62.0,4.43,4.39,2.71,901
0.31,3,5,4,61.0,59.0,4.35,4.37,2.66,680
0.72,2,1,6,61.7,55.0,5.76,5.81,3.57,2532
1.01,3,5,4,59.5,60.0,6.3,6.24,3.73,5882
0.57,4,4,2,61.0,56.0,5.37,5.32,3.26,1397
0.57,3,5,3,61.4,58.0,5.28,5.34,3.26,1608
1.11,2,3,4,62.2,55.0,6.61,6.67,4.13,6593
0.77,4,1,6,62.1,57.0,5.84,5.86,3.63,2824
0.3,4,2,7,61.5,55.0,4.31,4.35,2.66,650
0.77,3,1,4,60.3,58.0,5.96,5.94,3.59,2375
0.3,4,5,4,61.7,55.0,4.3,4.32,2.66,658
0.51,4,6,4,61.9,55.0,5.11,5.13,3.17,1787
1.12,1,4,4,63.8,57.0,6.61,6.59,4.21,7051
1.01,3,2,2,60.3,60.0,6.49,6.45,3.9,4412
0.3,2,0,5,61.1,61.0,4.33,4.38,2.66,427
1.01,1,3,3,58.4,61.0,6.51,6.61,3.83,5051
1.01,2,4,3,60.8,59.0,6.49,6.53,3.96,4869
0.3,2,3,7,62.1,56.0,4.29,4.31,2.67,789
0.31,3,3,7,62.6,61.0,4.31,4.28,2.69,1046
0.31,4,1,5,61.8,56.0,4.38,4.39,2.71,507
0.4,1,5,3,63.7,57.0,4.69,4.66,2.98,882
0.8,4,1,3,59.4,58.0,6.07,6.09,3.61,2927
1.05,3,4,2,62.8,55.0,6.55,6.48,4.09,4363
0.52,3,6,3,60.9,61.0,5.15,5.13,3.13,1605
0.43,3,1,8,61.2,58.0,4.83,4.88,2.97,1056
0.7,4,3,3,60.7,55.0,5.76,5.8,3.51,2744
0.51,2,3,6,60.9,56.0,5.17,5.21,3.16,1768
1.01,3,2,2,59.4,59.0,6.56,6.53,3.89,4072
0.57,3,4,4,62.0,54.0,5.34,5.31,3.3,1760
1.22,3,3,3,61.2,60.0,6.82,6.75,4.15,6449
1.13,4,2,1,62.2,55.0,6.65,6.69,4.15,3678
0.51,4,4,6,62.6,57.0,5.13,5.1,3.2,2203
0.59,4,5,6,61.8,56.0,5.39,5.42,3.34,2515
0.35,4,3,4,61.3,56.0,4.54,4.58,2.8,646
1.06,3,4,3,61.0,58.0,6.65,6.6,4.04,5236
0.34,2,5,3,59.0,60.0,4.56,4.62,2.71,596
1.2,4,1,3,62.2,56.0,6.75,6.73,4.19,5174
0.3,4,2,5,61.6,57.0,4.33,4.3,2.66,675
0.77,2,6,3,59.9,59.0,5.9,5.95,3.55,3241
0.5,3,4,3,62.7,61.0,5.07,5.01,3.16,1286
0.7,2,6,3,62.3,58.0,5.69,5.73,3.56,2804
1.02,3,4,3,62.9,55.0,6.47,6.41,4.05,5484
0.29,4,3,7,61.5,56.0,4.25,4.28,2.62,673
0.38,4,3,4,61.2,55.0,4.69,4.72,2.88,778
0.7,3,5,5,62.2,58.0,5.6,5.66,3.5,2800
0.79,4,5,3,62.1,54.0,5.92,5.96,3.69,3107
0.54,4,5,4,61.4,57.0,5.21,5.25,3.21,1754
0.5,1,5,6,58.9,61.0,5.18,5.2,3.06,2183
0.71,2,3,4,63.1,54.0,5.64,5.7,3.58,2574
0.53,4,4,6,61.3,55.0,5.23,5.27,3.22,2291
0.7,2,4,3,62.5,59.0,5.66,5.54,3.5,2672
0.35,3,4,4,61.9,58.0,4.48,4.54,2.79,706
1.01,1,5,4,61.2,62.0,6.34,6.38,3.89,5972
0.41,4,5,6,62.2,54.0,4.76,4.79,2.97,1187
1.0,3,5,4,59.9,59.0,6.45,6.38,3.84,6272
0.54,4,4,4,62.3,56.0,5.17,5.2,3.23,1662
0.4,4,5,5,62.4,54.0,4.73,4.75,2.96,951
0.39,3,4,5,62.0,56.0,4.72,4.64,2.9,1010
1.14,3,0,2,60.4,59.0,6.8,6.74,4.09,3861
0.7,4,5,2,62.9,56.0,5.66,5.6,3.54,2100
0.56,4,4,4,61.6,55.0,5.32,5.29,3.27,1814
1.11,2,5,2,62.3,58.0,6.64,6.68,4.15,4307
0.3,4,4,8,62.1,57.0,4.29,4.31,2.67,886
1.02,4,5,4,62.7,56.0,6.44,6.38,4.02,6854
0.52,2,4,2,57.9,61.0,5.28,5.33,3.07,1273
1.16,3,3,2,62.6,58.0,6.72,6.66,4.19,4969
0.4,4,3,7,62.0,56.0,4.73,4.76,2.94,1043
0.31,4,3,6,61.8,56.0,4.31,4.36,2.68,707
0.53,4,2,4,62.5,54.0,5.17,5.2,3.24,1353
1.05,3,2,4,62.3,57.0,6.49,6.45,4.03,5166
1.32,2,0,4,62.1,57.0,7.01,7.04,4.36,6079
1.2,4,1,4,62.1,57.0,6.78,6.71,4.19,5914
0.42,4,6,4,62.2,55.0,4.75,4.8,2.97,1031
0.63,4,6,5,61.6,55.0,5.52,5.55,3.41,2440
0.43,4,6,7,61.9,54.0,4.83,4.87,3.0,1754
0.39,3,5,4,61.4,58.0,4.73,4.68,2.89,951
1.06,1,3,4,63.1,59.0,6.45,6.48,4.08,6212
0.8,4,4,3,61.0,56.0,6.05,5.98,3.67,3082
1.04,4,2,2,61.7,57.0,6.54,6.49,4.02,4543
0.33,4,4,4,62.6,55.0,4.4,4.42,2.76,666
0.3,4,3,4,62.0,54.0,4.33,4.35,2.69,545
0.74,2,2,2,62.8,59.0,5.72,5.77,3.61,2198
0.32,3,3,4,61.7,60.0,4.4,4.32,2.69,720
0.33,4,5,5,62.6,57.0,4.4,4.42,2.76,781
0.23,2,4,5,63.2,58.0,3.89,3.86,2.45,483
0.42,2,5,6,59.8,56.0,4.9,4.92,2.94,1167
0.36,4,2,3,62.3,53.0,4.57,4.61,2.86,538
0.48,4,4,8,62.0,54.0,5.0,5.05,3.11,2059
0.72,2,5,2,59.9,57.0,5.85,5.9,3.52,2573
1.08,4,4,3,62.7,57.0,6.52,6.49,4.08,5327
1.16,1,3,2,63.7,57.0,6.59,6.56,4.19,3644
0.32,4,3,2,62.5,57.0,4.35,4.38,2.73,421
0.37,4,6,4,61.0,56.0,4.7,4.65,2.85,1124
0.32,4,6,4,62.1,56.0,4.43,4.39,2.74,972
0.4,1,3,4,63.5,56.0,4.68,4.7,2.98,807
0.31,3,2,8,60.4,58.0,4.43,4.41,2.67,977
0.4,4,5,6,61.8,55.0,4.74,4.78,2.94,1158
0.45,1,4,7,63.8,58.0,4.85,4.78,3.07,1548
0.41,3,4,5,60.7,56.0,4.82,4.77,2.91,1076
0.35,3,5,3,61.1,59.0,4.56,4.5,2.77,788
0.42,2,3,4,62.1,55.0,4.8,4.83,2.99,854
1.0,3,4,4,62.2,59.0,6.37,6.29,3.94,6328
0.4,1,5,3,63.2,56.0,4.65,4.69,2.95,687
0.72,0,6,3,65.6,60.0,5.62,5.54,3.66,2364
0.61,3,2,3,59.5,62.0,5.55,5.51,3.29,1382
0.41,3,5,3,62.4,58.0,4.77,4.75,2.97,969
1.0,2,3,4,63.4,57.0,6.31,6.27,3.99,5806
1.0,1,5,3,63.9,57.0,6.31,6.34,4.04,4573
0.36,3,3,2,61.9,56.0,4.59,4.55,2.83,608
0.54,4,2,7,61.1,57.0,5.22,5.26,3.2,1846
0.72,3,4,3,59.3,60.0,5.91,5.86,3.49,2030
1.28,3,2,2,62.4,56.0,6.97,6.89,4.34,4588
0.91,2,4,3,60.4,59.0,6.22,6.26,3.77,4437
0.52,4,4,4,61.7,56.0,5.16,5.18,3.19,1591
0.84,1,5,3,61.9,61.0,6.03,6.05,3.74,3577
0.3,2,2,5,63.2,56.0,4.29,4.25,2.7,675
0.3,4,4,7,61.5,58.0,4.3,4.32,2.65,814
0.58,2,5,2,63.5,60.0,5.24,5.28,3.34,1265
0.3,3,2,5,62.2,60.0,4.23,4.29,2.65,526
0.91,1,0,5,64.2,60.0,6.01,5.95,3.84,3210
0.34,4,6,4,62.3,55.0,4.48,4.45,2.78,1033
0.4,3,3,5,61.3,60.0,4.71,4.66,2.87,1125
1.39,4,0,4,60.3,57.0,7.24,7.26,4.37,6252
0.88,3,6,2,60.9,61.0,6.16,6.13,3.74,3390
0.77,4,6,4,61.3,56.0,5.87,5.9,3.61,3442
0.9,2,5,6,62.0,55.0,6.08,6.17,3.8,6466
0.51,1,5,4,57.6,62.0,5.33,5.3,3.06,1812
1.0,1,3,4,59.3,61.0,6.51,6.57,3.88,5766
0.39,4,5,4,61.3,56.0,4.71,4.75,2.9,911
1.01,2,6,2,59.1,63.0,6.54,6.59,3.88,3605
0.9,3,1,8,62.6,59.0,6.15,6.12,3.84,4516
0.28,4,3,6,61.4,56.0,4.19,4.22,2.58,553
0.7,3,0,6,60.6,58.0,5.73,5.82,3.5,1764
0.33,2,2,3,63.0,57.0,4.39,4.41,2.77,475
1.1,4,2,3,60.2,56.0,6.82,6.74,4.08,4916
0.41,3,1,7,61.5,59.0,4.81,4.75,2.94,1107
0.43,2,6,3,62.9,56.0,4.78,4.83,3.02,760
0.9,2,4,4,62.3,58.0,6.14,6.16,3.83,4924
0.3,2,2,5,61.9,55.0,4.32,4.37,2.69,541
1.06,3,4,2,62.4,58.0,6.54,6.5,4.07,4452
0.31,4,4,8,61.2,56.0,4.37,4.42,2.69,921
0.72,4,4,4,61.3,55.0,5.78,5.83,3.56,3495
0.42,4,3,7,61.4,56.0,4.81,4.83,2.96,1179
0.56,4,1,7,62.0,57.0,5.33,5.29,3.29,1698
0.4,3,2,6,60.9,58.0,4.74,4.79,2.9,877
0.3,2,1,5,58.8,61.0,4.38,4.43,2.59,473
1.01,4,5,3,62.1,54.0,6.5,6.41,4.01,5599
0.53,4,3,8,60.3,56.0,5.29,5.33,3.2,2293
1.01,1,5,2,61.4,64.0,6.29,6.42,3.9,4285
0.7,2,5,4,62.6,60.0,5.62,5.65,3.53,2765
1.02,2,5,1,60.4,62.0,6.47,6.52,3.92,3455
